#,OBJECTID,Código de la remoción en masa,Región,Tipo de remoción en masa,Tipo de material,Clasificación de remoción en masa,Detonante,Día del evento,Mes de inicio del evento,Año del evento,Estación de ocurrencia del evento,Método de obtención de la información,Fuente de la información,Autor de la fuente,Nota,Enlace de documento asociado,Latitud,Longitud,Precisión de coordenadas
800,2016,RM-2015-21-007,Atacama,5,Suelo/Sedimento,Flujo de detritos,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),Observado en terreno,2015. Efectos geológicos del evento meteorológico de marzo de 2015 en la comuna de Alto del Carmen,"Alfaro, A.; Fuentes, F.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-21.pdf,-28.8230285,-70.36491254,Coordenadas exactas
799,2015,RM-2015-21-006,Atacama,5,Suelo/Sedimento,Flujo de detritos,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),Observado en terreno,2015. Efectos geológicos del evento meteorológico de marzo de 2015 en la comuna de Alto del Carmen,"Alfaro, A.; Fuentes, F.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-21.pdf,-28.82264477,-70.36587032,Coordenadas exactas
798,2014,RM-2015-21-005,Atacama,5,Suelo/Sedimento,Flujo de detritos,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),Observado en terreno,2015. Efectos geológicos del evento meteorológico de marzo de 2015 en la comuna de Alto del Carmen,"Alfaro, A.; Fuentes, F.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-21.pdf,-28.84739702,-70.31307224,Coordenadas exactas
797,2013,RM-2015-21-004,Atacama,5,Suelo/Sedimento,Flujo de detritos,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),Observado en terreno,2015. Efectos geológicos del evento meteorológico de marzo de 2015 en la comuna de Alto del Carmen,"Alfaro, A.; Fuentes, F.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-21.pdf,-28.85032893,-70.3097247,Coordenadas exactas
796,2012,RM-2015-21-003,Atacama,5,Suelo/Sedimento,Flujo de detritos,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),Observado en terreno,2015. Efectos geológicos del evento meteorológico de marzo de 2015 en la comuna de Alto del Carmen,"Alfaro, A.; Fuentes, F.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-21.pdf,-28.85009343,-70.3103697,Coordenadas exactas
795,2011,RM-2015-21-002,Atacama,5,Suelo/Sedimento,Flujo de detritos,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),Observado en terreno,2015. Efectos geológicos del evento meteorológico de marzo de 2015 en la comuna de Alto del Carmen,"Alfaro, A.; Fuentes, F.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-21.pdf,-28.81862021,-70.36821306,Coordenadas exactas
794,2010,RM-2015-21-001,Atacama,5,Suelo/Sedimento,Flujo de detritos,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),Observado en terreno,2015. Efectos geológicos del evento meteorológico de marzo de 2015 en la comuna de Alto del Carmen,"Alfaro, A.; Fuentes, F.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-21.pdf,-28.93659583,-70.2673201,Coordenadas exactas
793,2009,RM-2015-20-006,Metropolitana,5,Suelo/Sedimento,Flujo de detritos,,,,0,,Referencia bibliográfica,"2015. Peligro aluvional en la localidad de San Alfonso, Comuna de San José de Maipo, Región Metropolitana.","Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-20.pdf,-33.72809426,-70.30853387,Coordenadas aproximadas al sector
792,2008,RM-2015-20-005,Metropolitana,5,Suelo/Sedimento,Flujo de detritos,,,,0,,Referencia bibliográfica,"2015. Peligro aluvional en la localidad de San Alfonso, Comuna de San José de Maipo, Región Metropolitana.","Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-20.pdf,-33.72676016,-70.31017576,Coordenadas aproximadas al sector
791,2007,RM-2015-20-004,Metropolitana,5,Suelo/Sedimento,Flujo de detritos,,,,0,,Referencia bibliográfica,"2015. Peligro aluvional en la localidad de San Alfonso, Comuna de San José de Maipo, Región Metropolitana.","Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-20.pdf,-33.72485752,-70.31185212,Coordenadas aproximadas al sector
790,2006,RM-2015-20-003,Metropolitana,5,Suelo/Sedimento,Flujo de detritos,,,,0,,Referencia bibliográfica,"2015. Peligro aluvional en la localidad de San Alfonso, Comuna de San José de Maipo, Región Metropolitana.","Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-20.pdf,-33.72415508,-70.31430218,Coordenadas aproximadas al sector
789,2005,RM-2015-20-002,Metropolitana,5,Suelo/Sedimento,Flujo de detritos,,,,0,,Referencia bibliográfica,"2015. Peligro aluvional en la localidad de San Alfonso, Comuna de San José de Maipo, Región Metropolitana.","Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-20.pdf,-33.7235295,-70.31487494,Coordenadas aproximadas al sector
788,2004,RM-2015-20-001,Metropolitana,5,Suelo/Sedimento,Flujo de detritos,,,,0,,Referencia bibliográfica,"2015. Peligro aluvional en la localidad de San Alfonso, Comuna de San José de Maipo, Región Metropolitana.","Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-20.pdf,-33.72359648,-70.31594495,Coordenadas aproximadas al sector
787,1457,RM-2015-19-001,Metropolitana,1,Roca,Caída de roca,Sin información,,,0,,Observado en terreno,"2015. Observaciones respecto a las Canteras de Colina, Comuna de Colina, Región metropolitana de Santiago.","Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-19.pdf,-33.31559381,-70.6584586,Coordenadas exactas
786,1456,RM-2015-18-001,Arica y Parinacota,1,Roca,Caída de roca,Sin información,26,Marzo,2015,Otoño (del 21-03 al 20-06),Observado en terreno,2015. Observación de remociones en masa en la ciudad de Arica,"Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-18.pdf,-18.48152632,-70.32641706,Coordenadas exactas
785,1428,RM-2015-17-012,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.09004147,-70.1877534,Coordenadas exactas
784,1427,RM-2015-17-011,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.05861913,-70.18224433,Coordenadas exactas
783,1426,RM-2015-17-010,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.05665332,-70.18427168,Coordenadas exactas
782,1425,RM-2015-17-009,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.06156926,-70.18025417,Coordenadas exactas
781,1424,RM-2015-17-008,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.06104851,-70.18356695,Coordenadas exactas
780,1423,RM-2015-17-007,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.06505832,-70.18618393,Coordenadas exactas
779,1422,RM-2015-17-006,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.08176854,-70.18382774,Coordenadas exactas
778,1421,RM-2015-17-005,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.08183539,-70.17957737,Coordenadas exactas
777,1420,RM-2015-17-004,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.11562188,-70.21128142,Coordenadas exactas
776,1419,RM-2015-17-003,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.11706427,-70.2128875,Coordenadas exactas
775,1418,RM-2015-17-002,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.10817192,-70.19256111,Coordenadas exactas
774,1417,RM-2015-17-001,Antofagasta,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,8,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Efectos geológicos del evento meteorológico del 8 al 10 de Agosto de 2015 : Observaciones de los flujos de detrítos en la comuna de Tocopilla, región de Antofagasta","Opazo, E.; Sepúlveda, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-17.pdf,-22.0891526,-70.18949353,Coordenadas exactas
773,1295,RM-2015-16-001,Magallanes,1,Roca,Caída de roca,Excavación pie de ladera/talud,,,0,,Observado en terreno,"2015. Reporte de visita geológica preliminar a Lago Fagnano, Tierra del Fuego, Región de Magallanes y Antártica Chilena.","Pereira, M.; Solari, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-16.pdf,-54.59482853,-68.81258747,Coordenadas exactas
772,782,RM-2015-15-001,Los Lagos,3,Roca,Deslizamiento compuesto de roca,Lluvias,19,Julio,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Remoción en masa en ladera Ruta U-410, tramo Bahía Mansa - Maicolpué. Comuna de San Juan de la Costa, Provincia de Osorno. X Región.","Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-15.pdf,-40.59204703,-73.73579222,Coordenadas exactas
771,781,RM-2015-14-001,Los Lagos,3,Suelo/Sedimento,Deslizamiento rotacional de arcilla/limo,Lluvias,29 al 31,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Remoción en masa en Caleta Estanquilla, Comuna de Los Muermos. X Región.","Garrido, N.; Quiroz, D.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-14.pdf,-41.39498188,-73.8350706,Coordenadas exactas
770,780,RM-2015-13-001,Araucanía,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,,Junio,2015,Sin información,,"2015. Observaciones geológicas de deslizamientos ocurridos en Ruta 5 S y Ruta S-578, Comuna de Padre Las Casas. Inédito.","Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-13.pdf,-38.76522195,-72.5530412,Coordenadas aproximadas al sector
769,779,RM-2015-12-012,Tarapacá,5,Sin información,Flujo indeterminado,Lluvias,9 y 13,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-21.4248976,-70.05625279,Coordenadas exactas
768,778,RM-2015-12-011,Tarapacá,5,Suelo/Sedimento,Flujo de barro,Lluvias,9 y 12,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-21.38517313,-70.07217218,Coordenadas exactas
767,777,RM-2015-12-010,Tarapacá,5,Suelo/Sedimento,Flujo de barro,Lluvias,9 y 11,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-21.36849091,-70.08004605,Coordenadas exactas
766,776,RM-2015-12-009,Tarapacá,5,Suelo/Sedimento,Flujo de barro,Lluvias,9 y 10,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-21.19261989,-70.0931644,Coordenadas exactas
765,775,RM-2015-12-008,Tarapacá,5,Suelo/Sedimento,Flujo de barro,Lluvias,8 y 9,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-21.15116896,-70.11285253,Coordenadas exactas
764,774,RM-2015-12-007,Tarapacá,5,Suelo/Sedimento,Flujo de barro,Lluvias,8 y 9,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-21.14363742,-70.11788084,Coordenadas exactas
763,773,RM-2015-12-006,Tarapacá,5,Suelo/Sedimento,Flujo de barro,Lluvias,8 y 9,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-21.14031998,-70.12089891,Coordenadas exactas
762,772,RM-2015-12-005,Tarapacá,5,Suelo/Sedimento,Flujo de barro,Lluvias,8 y 9,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-21.1369119,-70.12395469,Coordenadas exactas
761,771,RM-2015-12-004,Tarapacá,5,Suelo/Sedimento,Flujo de barro,Lluvias,8 y 9,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-20.98668181,-70.15486041,Coordenadas exactas
760,770,RM-2015-12-003,Tarapacá,5,Suelo/Sedimento,Crecida de detritos,Lluvias,8 y 9,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-20.88644196,-70.13383689,Coordenadas exactas
759,769,RM-2015-12-002,Tarapacá,3,Sin información,Deslizamiento indeterminado,Lluvias,8 y 9,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-20.7439484,-70.18099424,Coordenadas exactas
758,768,RM-2015-12-001,Tarapacá,5,Suelo/Sedimento,Flujo de barro,Sin información,9,Agosto,2015,Invierno (del 21-06 al 20-09),,"2015. Identificación de áreas afectadas por flujos de detritos en Ruta 1, tramo Iquique - El Loa.","Garrido, N.; Jara, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-12.pdf,-21.11554414,-70.11465666,Coordenadas aproximadas al sector
757,767,RM-2015-11-001,Los Ríos,3,Sin información,Deslizamiento indeterminado,Sin información,,Agosto,2015,Invierno (del 21-06 al 20-09),Observado en terreno,"2015. Estado de la remoción en masa activa en Sector Pastal, Comuna de Corral, Región de Los Ríos","Bertin, L.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-11.pdf,-39.92844793,-73.56235774,Coordenadas exactas
756,749,RM-2015-09-013,Antofagasta,5,Sin información,Flujo indeterminado,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),,2015. Efectos Geológicos del evento Meteorológico del 24 y 25 de marzo de 2015: Observaciones geológicas del sector céntrico de Antofagasta y caminos de conección entre Antofagasta y Agua Verde,"Alfaro, A.; Sepulveda, N.; Villa, V.; Lienlaf, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-09.pdf,-25.02064814,-70.45812854,Coordenadas exactas
755,748,RM-2015-09-012,Antofagasta,5,Sin información,Flujo indeterminado,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),,2015. Efectos Geológicos del evento Meteorológico del 24 y 25 de marzo de 2015: Observaciones geológicas del sector céntrico de Antofagasta y caminos de conección entre Antofagasta y Agua Verde,"Alfaro, A.; Sepulveda, N.; Villa, V.; Lienlaf, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-09.pdf,-25.49926967,-70.42048165,Coordenadas inexactas ubicadas en la ciudad o comuna
754,747,RM-2015-09-011,Antofagasta,1,Sin información,Caída indeterminada,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),,2015. Efectos Geológicos del evento Meteorológico del 24 y 25 de marzo de 2015: Observaciones geológicas del sector céntrico de Antofagasta y caminos de conección entre Antofagasta y Agua Verde,"Alfaro, A.; Sepulveda, N.; Villa, V.; Lienlaf, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-09.pdf,-25.02052087,-70.45821622,Coordenadas exactas
753,746,RM-2015-09-010,Antofagasta,5,Sin información,Flujo indeterminado,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),,2015. Efectos Geológicos del evento Meteorológico del 24 y 25 de marzo de 2015: Observaciones geológicas del sector céntrico de Antofagasta y caminos de conección entre Antofagasta y Agua Verde,"Alfaro, A.; Sepulveda, N.; Villa, V.; Lienlaf, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-09.pdf,-23.56657918,-70.37554527,Coordenadas aproximadas al sector
752,745,RM-2015-09-009,Antofagasta,1,Sin información,Caída indeterminada,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),,2015. Efectos Geológicos del evento Meteorológico del 24 y 25 de marzo de 2015: Observaciones geológicas del sector céntrico de Antofagasta y caminos de conección entre Antofagasta y Agua Verde,"Alfaro, A.; Sepulveda, N.; Villa, V.; Lienlaf, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-09.pdf,-23.67960549,-70.40528025,Coordenadas exactas
751,744,RM-2015-09-008,Antofagasta,3,Sin información,Deslizamiento indeterminado,Lluvias,24 y 25,Marzo,2015,Otoño (del 21-03 al 20-06),,2015. Efectos Geológicos del evento Meteorológico del 24 y 25 de marzo de 2015: Observaciones geológicas del sector céntrico de Antofagasta y caminos de conección entre Antofagasta y Agua Verde,"Alfaro, A.; Sepulveda, N.; Villa, V.; Lienlaf, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2015-09.pdf,-23.69958367,-70.41496776,Coordenadas exactas
